ID,Geburtsdatum,Alter,Geschlecht,Familienstand,HatKinder,Zahlmethode,DAUER_Kundenbeziehung,Region,Bundesland,Gebiet,Umsatz_Total,Umsatz_letztes_Quartal,Oekostrom,Fernwaermeabnehmer,Churn
696,1988-11-23,91,F,single,ja,Kreditkarte,11,Norddeutschland,Berlin,Stadt,6998.41,246.8,0,1,Kunde
697,1983-01-09,49,M,verheiratet,nein,Paypal,11,Norddeutschland,Schleswig-Holstein,Stadt,2073.07,500.784,0,0,Kuendiger
698,1969-04-29,27,F,single,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,335.328,56.32,0,1,Kunde
699,1970-11-03,63,M,,nein,Ueberweisung,11,Norddeutschland,Brandenburg,Stadt,9033.56,434.334,1,1,Kunde
700,1985-05-09,68,M,verheiratet,ja,Paypal,11,Norddeutschland,Hamburg,Land,340.901,227.882,0,0,Kuendiger
701,1965-10-15,28,M,,nein,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,9656.35,364.492,0,1,Kuendiger
702,1988-09-08,69,M,,nein,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Land,6710.83,428.264,1,1,Kunde
703,1958-09-10,78,M,,nein,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,5969.98,554.08,0,0,Kunde
704,1984-05-11,26,F,single,ja,Kreditkarte,11,Norddeutschland,Berlin,Stadt,5737.24,125.0094,0,1,Kuendiger
705,1969-03-10,73,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Bremen,Land,701.068,185.3196,0,0,Kuendiger
706,1984-03-16,32,M,single,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,2417.68,285.822,0,1,Kuendiger
707,1983-01-28,65,M,,nein,Paypal,11,Sueddeutschland,Saarland,Stadt,8278.38,462.598,1,1,Kuendiger
708,1983-08-12,54,F,,nein,Kreditkarte,11,Norddeutschland,Brandenburg,Stadt,1165.95,522.406,1,1,Kunde
709,1967-05-17,82,F,verheiratet,ja,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,7726.55,518.528,0,0,Kunde
710,1984-01-30,21,F,single,ja,Paypal,11,Sueddeutschland,Thueringen,Stadt,6423.68,470.018,1,0,Kunde
711,1986-03-09,65,F,single,nein,Kreditkarte,11,Norddeutschland,Bremen,Stadt,2394.78,266.02,1,0,Kunde
712,1984-01-30,50,F,,nein,Kreditkarte,11,Norddeutschland,Bremen,Stadt,2139.62,579.074,0,1,Kunde
713,1987-10-08,87,M,,nein,Kreditkarte,11,Norddeutschland,Bremen,Land,8570.58,56.32,0,0,Kuendiger
714,1984-06-16,30,F,,nein,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,1786.69,385.226,0,0,Kuendiger
715,1985-07-12,18,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Sachsen-Anhalt,Stadt,3744.36,56.32,0,0,Kunde
716,1983-09-16,25,F,single,nein,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,1010.77,56.32,0,1,Kunde
717,1960-08-16,48,M,single,nein,Paypal,11,Norddeutschland,Nordrhein-Westfalen,Stadt,3959.87,438.34,0,0,Kuendiger
718,1984-01-30,51,F,verheiratet,nein,Kreditkarte,11,Norddeutschland,Berlin,Stadt,3211.84,56.32,0,0,Kuendiger
719,1985-01-04,70,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,6163.97,125.22,0,0,Kuendiger
720,1983-09-08,44,F,,ja,Paypal,11,Sueddeutschland,Rheinland-Pfalz,Stadt,9228.54,496.712,0,0,Kuendiger
721,1983-07-16,50,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,1923.12,301.508,0,0,Kuendiger
722,1980-11-07,94,M,,ja,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,6675.56,107.752,0,0,Kunde
723,1982-09-06,70,M,single,nein,Kreditkarte,11,Norddeutschland,Berlin,Land,4221.18,239.356,0,0,Kuendiger
724,1984-04-27,41,F,verheiratet,ja,Paypal,3,Sueddeutschland,Saarland,Land,4356.34,349.414,0,0,Kuendiger
725,1989-05-30,34,M,,nein,Ueberweisung,11,Sueddeutschland,Hessen,Land,4972.87,23.1086,1,0,Kuendiger
726,1989-06-10,56,M,single,ja,Paypal,11,Sueddeutschland,Bayern,Land,6141.73,502.81,0,1,Kuendiger
727,1989-09-09,85,M,,nein,Paypal,6,Sueddeutschland,Saarland,Stadt,5793.31,26.7832,0,1,Kuendiger
728,1981-06-10,74,M,single,ja,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Land,282.556,105.471,0,0,Kuendiger
729,1984-08-22,37,F,single,ja,Kreditkarte,11,Norddeutschland,Brandenburg,Stadt,5316.22,420.22,0,1,Kuendiger
730,1987-10-29,54,M,single,ja,Paypal,11,Norddeutschland,Bremen,Land,8475.44,234.062,0,0,Kuendiger
731,1989-02-05,53,M,,nein,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Stadt,5029.07,126.2324,0,0,Kuendiger
732,1984-09-10,76,M,,ja,Paypal,11,Norddeutschland,Hamburg,Stadt,5709.16,534.574,0,1,Kuendiger
733,1989-03-11,81,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,8787.29,552.474,1,1,Kunde
734,1958-09-10,86,M,,nein,Paypal,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8839.2,513.442,0,0,Kunde
735,1958-09-10,80,F,,nein,Ueberweisung,11,Sueddeutschland,Thueringen,Stadt,8389.07,393.038,0,0,Kunde
736,1989-04-04,69,F,verheiratet,ja,Ueberweisung,11,Norddeutschland,Brandenburg,Stadt,8673.55,293.474,1,0,Kuendiger
737,1989-05-04,38,F,single,nein,Kreditkarte,11,Norddeutschland,Niedersachsen,Land,8465.31,571.112,0,1,Kuendiger
738,1986-10-05,37,M,single,nein,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,1169.33,452.442,0,0,Kuendiger
739,1989-01-14,34,M,single,ja,Paypal,8,Sueddeutschland,Bayern,Land,8746.71,280.386,1,1,Kuendiger
740,1989-09-13,52,F,,ja,Kreditkarte,8,Norddeutschland,Bremen,Stadt,8411.26,31.54,0,0,Kuendiger
741,1986-02-16,76,F,single,nein,Kreditkarte,3,Norddeutschland,Bremen,Stadt,1230.96,405.892,0,0,Kunde
742,1984-02-03,81,M,single,ja,Kreditkarte,10,Norddeutschland,Brandenburg,Land,396.854,529.904,0,0,Kuendiger
743,1984-01-30,55,M,,nein,Kreditkarte,3,Sueddeutschland,Sachsen,Land,8575.38,177.2998,1,0,Kuendiger
744,1967-12-29,94,F,,ja,Kreditkarte,11,Norddeutschland,Bremen,Land,8725.18,430.042,0,1,Kunde
745,1971-09-19,86,M,,ja,Ueberweisung,5,Norddeutschland,Schleswig-Holstein,Land,9288.59,546.634,0,0,Kuendiger
746,1984-03-04,63,M,,ja,Kreditkarte,5,Norddeutschland,Mecklenburg-Vorpommern,Stadt,904.957,56.32,0,0,Kuendiger
747,1989-03-10,57,M,,ja,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,2812.84,52.9658,0,0,Kuendiger
748,1989-02-15,61,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Bayern,Land,8592.77,175.168,0,0,Kuendiger
749,1989-03-22,59,F,verheiratet,ja,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,6945.46,22.6738,1,1,Kunde
750,1988-06-15,32,M,verheiratet,ja,Kreditkarte,5,Sueddeutschland,Saarland,Land,6376.97,356.934,1,1,Kunde
751,1988-10-08,67,F,verheiratet,nein,Kreditkarte,6,Norddeutschland,Schleswig-Holstein,Stadt,8776.52,56.32,0,0,Kunde
752,1989-01-11,42,F,single,nein,Paypal,7,Norddeutschland,Bremen,Land,4977.62,169.8858,0,1,Kunde
753,1989-09-19,93,M,,ja,Ueberweisung,11,Norddeutschland,Schleswig-Holstein,Stadt,2594.9,414.004,0,0,Kuendiger
754,1983-10-02,94,F,single,ja,Kreditkarte,11,Sueddeutschland,Bayern,Land,3892.55,506.128,0,0,Kuendiger
755,1989-08-19,78,F,verheiratet,nein,Kreditkarte,5,Norddeutschland,Hamburg,Stadt,8899.06,481.068,0,1,Kunde
756,1956-05-11,79,F,,nein,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,6198.56,174.256,0,0,Kunde
757,1986-03-12,29,M,,ja,Kreditkarte,5,Norddeutschland,Niedersachsen,Land,2031.54,258.624,0,1,Kuendiger
758,1967-10-24,69,M,verheiratet,ja,Kreditkarte,10,Sueddeutschland,Hessen,Stadt,6411.36,493.114,0,1,Kuendiger
759,1983-08-19,90,M,single,nein,Ueberweisung,5,Norddeutschland,Berlin,Stadt,4141.68,103.8672,0,0,Kuendiger
760,1984-06-12,43,M,,ja,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,7729.3,227.108,0,0,Kuendiger
761,1959-11-07,93,F,,nein,Ueberweisung,5,Norddeutschland,Hamburg,Stadt,5029.07,56.32,0,0,Kunde
762,1984-07-30,54,M,verheiratet,nein,Kreditkarte,10,Norddeutschland,Nordrhein-Westfalen,Stadt,2737.6,335.648,1,0,Kuendiger
763,1983-01-09,32,M,single,nein,Kreditkarte,3,Norddeutschland,Niedersachsen,Stadt,,581.342,0,0,Kuendiger
764,1985-05-06,61,M,verheiratet,nein,Kreditkarte,11,Norddeutschland,Brandenburg,Land,,239.484,0,0,Kuendiger
765,1985-05-15,52,M,single,nein,Paypal,3,Sueddeutschland,Thueringen,Stadt,,124.0894,0,1,Kuendiger
766,1985-06-07,36,M,,nein,Ueberweisung,9,Sueddeutschland,Saarland,Stadt,,113.2632,0,0,Kuendiger
767,1989-04-11,42,F,single,nein,Paypal,3,Sueddeutschland,Saarland,Stadt,,497.848,0,0,Kunde
768,1989-10-15,26,F,,nein,Ueberweisung,3,Norddeutschland,Mecklenburg-Vorpommern,Stadt,,56.32,0,0,Kunde
769,1965-02-13,86,F,,nein,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Land,8707.31,56.32,0,0,Kunde
770,1983-09-10,62,M,verheiratet,ja,Kreditkarte,10,Sueddeutschland,Sachsen-Anhalt,Land,6331.46,220.556,0,0,Kuendiger
771,1983-02-20,44,M,verheiratet,ja,Paypal,4,Sueddeutschland,Saarland,Land,5743.05,318.362,0,0,Kuendiger
772,1981-10-05,94,F,,ja,Paypal,11,Norddeutschland,Brandenburg,Stadt,7899.41,56.32,0,0,Kunde
773,1950-05-23,29,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Bayern,Stadt,7303.29,233.704,1,0,Kunde
774,1978-03-02,62,M,,ja,Ueberweisung,10,Norddeutschland,Berlin,Stadt,4905.94,485.748,0,0,Kuendiger
775,1985-01-13,95,M,,nein,Paypal,3,Sueddeutschland,Sachsen,Land,9285.53,56.32,0,0,Kuendiger
776,1975-01-17,67,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,3716.89,574.94,0,0,Kuendiger
777,1984-10-22,82,F,verheiratet,nein,Ueberweisung,9,Norddeutschland,Schleswig-Holstein,Stadt,9587.77,56.32,0,0,Kuendiger
778,1974-03-31,58,F,,ja,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,141.458,53.6882,0,0,Kuendiger
779,1954-09-18,49,M,single,nein,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,6238.14,532.29,0,0,Kunde
780,1983-05-02,81,F,single,ja,Kreditkarte,3,Sueddeutschland,Thueringen,Stadt,1566.93,56.32,0,1,Kuendiger
781,1985-09-14,48,M,single,nein,Paypal,5,Sueddeutschland,Bayern,Stadt,2473.78,483.62,0,0,Kuendiger
782,1958-09-10,21,F,single,ja,Kreditkarte,10,Norddeutschland,Bremen,Stadt,7313.88,306.698,0,1,Kunde
783,1982-08-15,88,F,,ja,Kreditkarte,10,Norddeutschland,Nordrhein-Westfalen,Stadt,3697.02,56.32,0,0,Kunde
784,1984-02-07,48,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Sachsen,Land,8738.18,457.044,0,0,Kuendiger
785,1962-04-11,87,F,verheiratet,ja,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Stadt,2174.49,56.32,0,1,Kunde
786,1986-08-19,72,M,verheiratet,ja,Kreditkarte,3,Norddeutschland,Brandenburg,Land,2107.92,274.486,0,1,Kuendiger
787,1985-05-06,54,F,verheiratet,ja,Ueberweisung,11,Norddeutschland,Nordrhein-Westfalen,Stadt,6123.17,26.4304,0,0,Kuendiger
788,1980-05-21,37,M,single,ja,Kreditkarte,9,Norddeutschland,Bremen,Stadt,4323.55,326.496,0,0,Kuendiger
789,1958-09-10,58,F,verheiratet,ja,Kreditkarte,3,Norddeutschland,Berlin,Stadt,2959.71,355.908,0,0,Kunde
790,1986-09-23,60,F,single,nein,Paypal,10,Norddeutschland,Bremen,Stadt,2138.09,450.564,0,0,Kunde
791,1958-02-05,43,M,,nein,Kreditkarte,3,Sueddeutschland,Rheinland-Pfalz,Land,8520.51,56.32,0,1,Kunde
792,1965-09-23,22,M,verheiratet,ja,Kreditkarte,10,Norddeutschland,Schleswig-Holstein,Land,1543.43,56.32,0,1,Kunde
793,1961-10-20,55,F,,ja,Paypal,11,Norddeutschland,Nordrhein-Westfalen,Stadt,2852.8,416.068,0,1,Kuendiger
794,1986-03-31,78,M,,ja,Kreditkarte,3,Norddeutschland,Schleswig-Holstein,Land,5486.46,146.901,0,0,Kuendiger
795,1965-07-19,74,M,,ja,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,6001.51,148.6234,0,0,Kuendiger
796,1983-01-27,55,M,verheiratet,ja,Ueberweisung,5,Sueddeutschland,Sachsen-Anhalt,Stadt,5029.07,329.474,0,0,Kuendiger
797,1984-07-14,42,F,verheiratet,ja,Ueberweisung,3,Sueddeutschland,Thueringen,Stadt,7976.36,361.488,0,1,Kuendiger
798,1984-03-18,30,F,single,nein,Ueberweisung,10,Norddeutschland,Mecklenburg-Vorpommern,Land,3674.07,332.814,0,0,Kuendiger
799,1971-02-10,40,M,single,nein,Paypal,10,Norddeutschland,Hamburg,Stadt,5571.4,296.514,1,0,Kuendiger
800,1983-03-07,69,F,single,nein,Kreditkarte,5,Norddeutschland,Niedersachsen,Land,4918.89,513.062,1,1,Kuendiger
801,1989-10-20,39,M,verheiratet,nein,Kreditkarte,3,Norddeutschland,Brandenburg,Stadt,8847.47,208.808,0,1,Kuendiger
802,1986-11-19,82,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,7900.97,188.8266,0,0,Kuendiger
803,1989-09-14,74,F,single,nein,Kreditkarte,10,Norddeutschland,Hamburg,Stadt,4200.2,77.1804,0,0,Kunde
804,1980-01-09,71,F,verheiratet,ja,Kreditkarte,10,Norddeutschland,Bremen,Land,8066.74,64.4946,0,0,Kunde
805,1989-02-22,37,F,verheiratet,ja,Kreditkarte,3,Norddeutschland,Niedersachsen,Land,8086.98,20.2986,0,0,Kuendiger
806,1981-02-14,86,F,,ja,Kreditkarte,10,Sueddeutschland,Rheinland-Pfalz,Land,253.076,411.702,0,1,Kuendiger
807,1986-02-25,70,M,,ja,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,6664.92,107.6056,1,0,Kuendiger
808,1956-11-05,68,M,single,ja,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,4148.64,56.32,0,1,Kunde
809,1973-10-21,20,M,single,nein,Kreditkarte,3,Sueddeutschland,Rheinland-Pfalz,Stadt,5963.29,237.142,0,1,Kuendiger
810,1958-02-25,92,F,,nein,Kreditkarte,3,Sueddeutschland,Saarland,Stadt,4739.62,280.91,1,0,Kunde
811,1987-05-08,34,F,verheiratet,ja,Ueberweisung,3,Sueddeutschland,Saarland,Land,,510.094,0,0,Kuendiger
812,1986-10-09,53,F,,ja,Ueberweisung,8,Sueddeutschland,Sachsen-Anhalt,Stadt,,329.424,1,0,Kunde
813,1983-10-30,94,M,,ja,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,,220.408,0,0,Kuendiger
814,1978-07-19,32,F,verheiratet,nein,Kreditkarte,3,Norddeutschland,Berlin,Stadt,,463.68,1,1,Kunde
815,1985-02-25,77,F,,nein,Kreditkarte,5,Sueddeutschland,Rheinland-Pfalz,Stadt,,467.562,0,0,Kuendiger
816,1972-10-20,33,M,,ja,Kreditkarte,6,Sueddeutschland,Bayern,Land,2800.04,292.03,0,1,Kuendiger
817,1978-08-19,30,F,single,nein,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,4845.76,332.774,0,1,Kuendiger
818,1979-05-04,18,F,single,nein,Paypal,6,Norddeutschland,Schleswig-Holstein,Stadt,1169.12,56.32,0,1,Kunde
819,1962-01-30,44,F,single,nein,Kreditkarte,3,Sueddeutschland,Hessen,Land,1768.92,346.772,0,0,Kunde
820,1984-05-05,97,F,verheiratet,ja,Kreditkarte,11,Norddeutschland,Bremen,Land,2766.76,433.306,1,0,Kuendiger
821,1985-01-21,47,F,verheiratet,ja,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,5403.94,471.076,1,0,Kuendiger
822,1986-05-04,72,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Sachsen,Land,2215.08,100.2784,1,0,Kuendiger
823,1984-01-30,80,F,single,ja,Kreditkarte,3,Norddeutschland,Brandenburg,Land,1775.54,388.286,1,0,Kuendiger
824,1984-01-05,65,F,,nein,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,5762.69,187.7608,0,1,Kuendiger
825,1990-01-22,25,F,,nein,Ueberweisung,11,Sueddeutschland,Saarland,Stadt,8802.32,56.32,0,0,Kunde
826,1987-08-07,69,M,verheiratet,ja,Paypal,3,Norddeutschland,Niedersachsen,Stadt,9119.86,237.976,0,0,Kuendiger
827,1986-11-02,79,M,,nein,Kreditkarte,11,Sueddeutschland,Sachsen-Anhalt,Land,8781.83,520.072,0,0,Kuendiger
828,1983-05-01,73,F,,nein,Kreditkarte,3,Sueddeutschland,Sachsen,Land,2383.2,395.6,0,0,Kuendiger
829,1965-01-15,45,M,verheiratet,ja,Kreditkarte,3,Norddeutschland,Bremen,Stadt,4194.78,354.688,0,0,Kuendiger
830,1968-05-27,84,M,verheiratet,ja,Ueberweisung,5,Norddeutschland,Berlin,Land,3414.86,335.446,0,1,Kuendiger
831,1973-06-04,41,M,verheiratet,ja,Ueberweisung,5,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8580.43,443.11,1,1,Kuendiger
832,1983-10-08,32,F,verheiratet,ja,Kreditkarte,5,Sueddeutschland,Saarland,Land,702.714,283.124,0,0,Kuendiger
833,1989-04-30,97,F,verheiratet,nein,Kreditkarte,3,Sueddeutschland,Rheinland-Pfalz,Stadt,7585.49,14.456,0,0,Kuendiger
834,1958-09-10,44,F,,ja,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,4955.48,136.6084,0,0,Kunde
835,1964-08-05,72,F,single,nein,Kreditkarte,3,Sueddeutschland,Saarland,Stadt,5505.05,192.2878,1,1,Kunde
836,1982-06-06,22,F,verheiratet,ja,Ueberweisung,11,Sueddeutschland,Bayern,Stadt,9584.79,465.834,1,1,Kunde
837,1958-03-17,80,F,,nein,Kreditkarte,3,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8661.88,23.6828,0,0,Kunde
838,1959-04-16,61,F,verheiratet,ja,Kreditkarte,10,Sueddeutschland,Sachsen-Anhalt,Stadt,7932.47,56.32,0,1,Kunde
839,1986-01-22,91,M,,nein,Kreditkarte,2,Norddeutschland,Bremen,Stadt,6176.67,345.23,0,1,Kuendiger
840,1981-11-21,64,F,,nein,Paypal,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,2579.65,415.21,0,0,Kunde
841,1975-03-05,39,F,,nein,Kreditkarte,2,Sueddeutschland,Thueringen,Stadt,3193.13,139.557,0,0,Kuendiger
842,1966-05-03,26,M,,nein,Ueberweisung,10,Sueddeutschland,Bayern,Stadt,1999.84,358.304,0,0,Kunde
843,1981-05-14,46,F,single,ja,Kreditkarte,2,Sueddeutschland,Saarland,Land,3443.72,88.9922,1,1,Kunde
844,1985-11-05,79,F,single,ja,Kreditkarte,6,Sueddeutschland,Bayern,Stadt,4315.17,242.908,0,0,Kuendiger
845,1982-01-13,88,F,,ja,Kreditkarte,10,Sueddeutschland,Saarland,Stadt,1076.46,74.2844,0,0,Kunde
846,1964-04-06,29,M,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Thueringen,Land,2152.91,56.32,0,0,Kunde
847,1961-06-07,46,F,verheiratet,nein,Ueberweisung,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,9457.62,557.554,0,1,Kunde
848,1958-09-10,88,F,verheiratet,nein,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Stadt,6860.8,252.252,0,0,Kuendiger
849,1986-06-04,57,F,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,487.525,559.796,0,0,Kunde
850,1980-04-03,86,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Land,1271.33,283.048,0,0,Kuendiger
851,1974-05-29,43,F,verheiratet,ja,Paypal,11,Sueddeutschland,Thueringen,Stadt,7702.17,305.41,0,0,Kunde
852,1967-03-21,45,F,,ja,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Land,4505.71,56.32,0,0,Kunde
853,1985-10-11,82,M,verheiratet,ja,Kreditkarte,5,Norddeutschland,Brandenburg,Stadt,4884.14,145.2076,1,0,Kuendiger
854,1981-03-16,40,M,single,ja,Kreditkarte,5,Norddeutschland,Berlin,Land,3337.39,587.112,0,0,Kuendiger
855,1962-05-17,36,F,single,ja,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Land,9408.33,283.048,0,0,Kuendiger
856,1963-07-15,43,F,single,ja,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Stadt,2278.16,34.812,0,1,Kunde
857,1987-11-09,78,F,verheiratet,ja,Paypal,9,Sueddeutschland,Baden-Wuerttemberg,Stadt,1684.07,166.3524,0,0,Kuendiger
858,1983-01-15,42,F,single,ja,Ueberweisung,11,Norddeutschland,Bremen,Stadt,6945.88,279.756,1,0,Kuendiger
859,1986-03-31,50,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Bayern,Land,9682.11,296.124,0,0,Kunde
860,1955-08-17,89,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Land,5166.9,468.254,0,0,Kunde
861,1969-10-24,73,F,,ja,Kreditkarte,9,Sueddeutschland,Bayern,Stadt,523.763,266.49,1,0,Kunde
862,1987-07-21,63,M,,ja,Paypal,9,Sueddeutschland,Bayern,Stadt,6064.43,187.4562,0,0,Kuendiger
863,1986-10-03,47,F,,ja,Ueberweisung,11,Sueddeutschland,Bayern,Stadt,5948.9,67.387,0,0,Kuendiger
864,1984-10-04,21,M,,ja,Ueberweisung,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8205.66,106.6882,0,0,Kuendiger
865,1985-11-24,29,F,,nein,Kreditkarte,5,Sueddeutschland,Rheinland-Pfalz,Land,7996,478.008,0,0,Kuendiger
866,1950-09-16,70,M,single,nein,Kreditkarte,10,Sueddeutschland,Rheinland-Pfalz,Stadt,5838.43,356.842,1,0,Kunde
867,1987-05-07,79,F,single,nein,Ueberweisung,10,Norddeutschland,Niedersachsen,Stadt,809.04,36.3172,0,1,Kunde
868,1961-02-17,40,M,single,nein,Kreditkarte,2,Norddeutschland,Mecklenburg-Vorpommern,Land,8894.39,212.152,1,0,Kuendiger
869,1966-07-10,68,M,single,ja,Kreditkarte,11,Norddeutschland,Berlin,Stadt,1704.72,62.266,0,1,Kuendiger
870,1979-10-15,97,F,,nein,Paypal,10,Norddeutschland,Niedersachsen,Stadt,8814.64,388.794,0,0,Kuendiger
871,1981-05-29,87,F,single,nein,Ueberweisung,2,Norddeutschland,Schleswig-Holstein,Land,362.47,253.97,0,0,Kunde
872,1975-11-06,42,F,,nein,Ueberweisung,9,Sueddeutschland,Sachsen,Stadt,5704.22,65.69,0,0,Kuendiger
873,1950-09-26,67,M,single,nein,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Stadt,2636.92,50.0454,0,0,Kunde
874,1954-08-13,59,M,single,nein,Ueberweisung,8,Norddeutschland,Hamburg,Land,4071.45,541.864,0,0,Kunde
875,1985-01-29,52,F,,ja,Ueberweisung,11,Sueddeutschland,Sachsen,Land,7000.24,457.834,0,0,Kuendiger
876,1978-12-28,80,M,single,nein,Kreditkarte,3,Norddeutschland,Bremen,Stadt,1314.15,367.07,0,0,Kuendiger
877,1979-04-10,82,M,single,nein,Kreditkarte,5,Norddeutschland,Brandenburg,Stadt,4945.38,342.65,0,0,Kuendiger
878,1958-09-10,35,M,single,nein,Ueberweisung,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,8065.91,519.422,0,0,Kuendiger
879,1989-01-07,93,M,single,nein,Kreditkarte,6,Sueddeutschland,Baden-Wuerttemberg,Stadt,1310.91,447.692,0,0,Kuendiger
880,1958-09-10,55,M,single,nein,Paypal,11,Sueddeutschland,Baden-Wuerttemberg,Land,,344.316,0,0,Kuendiger
881,1989-06-19,45,F,single,nein,Kreditkarte,9,Sueddeutschland,Sachsen,Stadt,,56.32,0,1,Kunde
882,1990-01-30,61,M,single,ja,Kreditkarte,5,Sueddeutschland,Rheinland-Pfalz,Stadt,,56.32,0,0,Kunde
883,1990-03-04,62,F,single,ja,Kreditkarte,10,Norddeutschland,Schleswig-Holstein,Land,,234.916,0,0,Kunde
884,1958-09-10,68,M,single,ja,Kreditkarte,10,Norddeutschland,Berlin,Stadt,6206.18,597.274,0,1,Kuendiger
885,1958-09-10,67,M,single,ja,Kreditkarte,10,Norddeutschland,Hamburg,Stadt,7831.93,450.852,0,0,Kuendiger
886,1990-11-16,84,F,verheiratet,ja,Ueberweisung,9,Sueddeutschland,Thueringen,Stadt,7746.2,56.32,0,0,Kunde
887,1958-09-10,36,M,single,ja,Ueberweisung,10,Norddeutschland,Hamburg,Stadt,3834.81,29.6956,0,0,Kuendiger
888,1989-08-01,41,F,,nein,Paypal,11,Norddeutschland,Niedersachsen,Stadt,3352.09,303.252,0,0,Kunde
889,1990-03-09,89,M,,ja,Ueberweisung,9,Sueddeutschland,Sachsen,Stadt,6222.96,512.574,0,0,Kunde
890,1958-09-10,39,M,,nein,Kreditkarte,5,Norddeutschland,Niedersachsen,Stadt,8992.85,321.196,0,0,Kuendiger
891,1990-04-23,39,M,,nein,Kreditkarte,9,Sueddeutschland,Hessen,Stadt,1856.92,56.32,0,0,Kuendiger
892,1973-04-26,54,M,verheiratet,ja,Paypal,6,Sueddeutschland,Saarland,Land,6964.16,417.596,1,0,Kuendiger
893,1964-07-07,36,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Berlin,Land,4763.91,349.79,0,0,Kuendiger
894,1985-09-30,84,M,,ja,Kreditkarte,4,Sueddeutschland,Rheinland-Pfalz,Stadt,6036.21,456.468,0,0,Kuendiger
895,1985-09-01,54,M,,ja,Kreditkarte,4,Sueddeutschland,Sachsen-Anhalt,Land,2353.76,106.6886,0,1,Kuendiger
896,1984-02-07,94,F,,ja,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Stadt,8740.46,432.744,0,0,Kuendiger
897,1982-11-16,66,M,,ja,Paypal,11,Sueddeutschland,Rheinland-Pfalz,Stadt,7616.14,239.368,0,1,Kuendiger
